"TABLE_NAME","CONSTRAINT_NAME","TABLE_NAME_REF","FKCOLUMNNAME","HASINDEX","WEIGHT"
"INT019","FK_INT019_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"INT020","FK_INT020_ADM336","ADM336","ADM336_REPASS_EMS_ID","Y","128"
"INT021","FK_INT021_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"INT022","FK_INT022_STO007","STO007","STO007_PRODUCT_SUB_GROUP_ID","Y","64"
"INT025","FK_INT025_EMR028","EMR028","EMR028_PATIENT_SERVICE_ID","Y","163840"
"INV001","FK_INV001_ADM055","ADM055","ADM055_BILL_ID","Y","31744"
"INV001","FK_INV001_ADM056","ADM056","ADM056_MEDICAL_ATTENTION_ID","Y","114688"
"INV001","FK_INV001_ADM056_2","ADM056","ADM056_PARENT_ATTENTION_ID","Y","114688"
"INV001","FK_INV001_INV004","INV004","INV004_RECEIPT_CANCEL_BILL_ID","Y","960"
"INV001","FK_INV001_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"INV002","FK_INV002_ADT040","ADT040","ADT040_AMM_PROD_CONSUMPTION_ID","Y","64"
"INV002","FK_INV002_ADT041","ADT041","ADT041_AMM_SERV_CONSUMPTION_ID","Y","64"
"INV002","FK_INV002_EMR010","EMR010","EMR010_PATIENT_MEDICATION_ID","Y","720896"
"INV002","FK_INV002_EMR012","EMR012","EMR012_PATIENT_PROCEDURE_ID","Y","966656"
"INV002","FK_INV002_EMR016","EMR016","EMR016_PATIENT_SOLUTION_ID","Y","64"
"INV002","FK_INV002_EMR027","EMR027","EMR027_PATIENT_MATERIAL_ID","Y","1114112"
"INV002","FK_INV002_EMR028","EMR028","EMR028_PATIENT_SERVICE_ID","Y","163840"
"INV002","FK_INV002_EMR031","EMR031","EMR031_PATIENT_CPT_HONOR_ID","Y","650240"
"INV002","FK_INV002_EMR032","EMR032","EMR032_SURGERY_PRODUCT_ID","Y","6144"
"INV002","FK_INV002_INV001","INV001","INV001_BILL_ITEM_ID","Y","21504"
"INV003","FK_INV003_INV001","INV001","INV001_BILL_ITEM_ID","Y","21504"
"INV004","FK_INV004_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"INV004","FK_INV004_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
"INV004","FK_INV004_ADM055","ADM055","ADM055_BILL_ID","Y","31744"
"INV004","FK_INV004_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"INV004","FK_INV004_ADM122","ADM122","ADM122_RECEIPT_CANCELED_ID","Y","128"
"INV004","FK_INV004_SYS001","SYS001","SYS001_INSTITUTION_ID","Y","64"
"INV005","FK_INV005_EMR010","EMR010","EMR010_PATIENT_MEDICATION_ID","Y","720896"
"INV005","FK_INV005_EMR027","EMR027","EMR027_PATIENT_MATERIAL_ID","Y","1114112"
"INV005","FK_INV005_EMR028","EMR028","EMR028_PATIENT_SERVICE_ID","Y","163840"
"INV005","FK_INV005_EMR032","EMR032","EMR032_SURGERY_PRODUCT_ID","Y","6144"
"INV005","FK_INV005_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LAB001","FK_LAB001_LAB050","LAB050","LAB050_GATHERING_SITE_ID","Y","64"
"LAB001","FK_LAB001_LAB051","LAB051","LAB051_DELIVERY_SITE_ID","Y","64"
"LAB001","FK_LAB001_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"LAB001","FK_LAB001_SYS100","SYS100","SYS100_CID_ID","Y","2048"
"LAB012","FK_LAB012_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"LAB012","FK_LAB012_ADM195","ADM195","ADM195_STATUS_AUTHORIZATION_ID","Y","64"
"LAB012","FK_LAB012_LAB015","LAB015","LAB015_EXAM_PENDENCY_TYPE_ID","Y","64"
"LAB012","FK_LAB012_LAB016","LAB016","LAB016_EXAM_EXEC_PRIORITY_ID","Y","64"
"LAB012","FK_LAB012_LAB053","LAB053","LAB053_DELIVERY_METHOD_ID","Y","64"
"LAB013","FK_LAB013_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"LAB018","FK_LAB018_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"LAB018","FK_LAB018_LAB017","LAB017","LAB017_APPRAISAL_DELIV_TYPE_ID","Y","64"
"LAB019","FK_LAB019_LAB020","LAB020","LAB020_EXAM_APPR_DELIV_TYPE_ID","Y","64"
"LAB019","FK_LAB019_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"LAB020","FK_LAB020_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"LAB020","FK_LAB020_LAB012","LAB012","LAB012_ADMISSION_EXAM_ID","Y","31744"
"LAB020","FK_LAB020_LAB017","LAB017","LAB017_APPRAISAL_DELIV_TYPE_ID","Y","64"
"LAB020","FK_LAB020_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"LAB021","FK_LAB021_LAB012","LAB012","LAB012_ADMISSION_EXAM_ID","Y","31744"
"LAB022","FK_LAB022_LAB012","LAB012","LAB012_ADMISSION_EXAM_ID","Y","31744"
"LAB022","FK_LAB022_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"LAB052","FK_LAB052_SCH004","SCH004","SCH004_LOCK_MEMBER_ID","Y","180224"
"LIS001","FK_LIS001_ADM001","ADM001","ADM001_HMO_ID","Y","512"
"LIS001","FK_LIS001_ADM002","ADM002","ADM002_PLAN_ID","Y","256"
"LIS001","FK_LIS001_ADM056","ADM056","ADM056_MEDICAL_ATTENTION_ID","Y","114688"
"LIS001","FK_LIS001_ADM138","ADM138","ADM138_EXAMINATION_ID","Y","576"
"LIS001","FK_LIS001_EIR001","EIR001","EIR001_MPI","Y","524288"
"LIS001","FK_LIS001_MPR920","MPR920","MPR920_CARE_ID","Y","64"
"LIS001","FK_LIS001_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"LIS001","FK_LIS001_SYS009","SYS009","SYS009_PROFESSIONAL_ID","Y","9216"
"LIS001","FK_LIS001_SYS009_2","SYS009","SYS009_REQUEST_ID","Y","9216"
"LIS001","FK_LIS001_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LIS001","FK_LIS001_SYS055","SYS055","SYS055_PATIENT_SOURCE_ID","Y","64"
"LOG001","FK_LOG001_EMR036","EMR036","EMR036_PATIENT_EXAM_RESULT_ID","Y","15360"
"LOG001","FK_LOG001_SYS002","SYS002","SYS002_UNIT_ID","Y","128"
"LOG001","FK_LOG001_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG001","FK_LOG001_SYS043","SYS043","SYS043_PROFESSIONAL_BOARD_ID","Y","64"
"LOG002","FK_LOG002_EMR035","EMR035","EMR035_PATIENT_EXAM_ID","Y","29696"
"LOG002","FK_LOG002_LOG001","LOG001","LOG001_PATIENT_EXAM_RESULT_ID","Y","64"
"LOG003","FK_LOG003_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG004","FK_LOG004_EIR001","EIR001","EIR001_MPI","Y","524288"
"LOG004","FK_LOG004_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG005","FK_LOG005_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG013","FK_LOG013_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG017","FK_LOG017_ADM067","ADM067","ADM067_INVOICE_ID","Y","44032"
"LOG017","FK_LOG017_ADM068","ADM068","ADM068_PROTOCOL_ID","Y","3072"
"LOG017","FK_LOG017_SYS010","SYS010","SYS010_USER_ID","Y","512"
"LOG019","FK_LOG019_EIR001","EIR001","EIR001_MPI","Y","524288"
"MP2001","FK_MP2001_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2002","FK_MP2002_MP2001","MP2001","MP2001_PRESCRIPTION_ID","Y","2048"
"MP2003","FK_MP2003_MP2002","MP2002","MP2002_RENEW_ID","Y","7168"
"MP2003","FK_MP2003_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2004","FK_MP2004_MP2001","MP2001","MP2001_PRESCRIPTION_ID","Y","2048"
"MP2004","FK_MP2004_MP2003","MP2003","MP2003_RELEASE_ID","Y","12288"
"MP2004","FK_MP2004_MP2004","MP2004","MP2004_PARENT_PRESC_ITEM_ID","Y","81920"
"MP2004","FK_MP2004_MP2057","MP2057","MP2057_SUSPENSION_REASON_ID","Y","64"
"MP2005","FK_MP2005_MP2003","MP2003","MP2003_RELEASE_ID","Y","12288"
"MP2005","FK_MP2005_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2005","FK_MP2005_MP2005","MP2005","MP2005_PARENT_SCHEDULED_ID","Y","90112"
"MP2005","FK_MP2005_MP2249","MP2249","MP2249_RESCHEDULE_DATA_ID","Y","64"
"MP2006","FK_MP2006_MP2097","MP2097","MP2097_DILUTION_ID","Y","768"
"MP2006","FK_MP2006_MP2225","MP2225","MP2225_SALINIZATION_ID","Y","704"
"MP2007","FK_MP2007_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2008","FK_MP2008_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2008","FK_MP2008_MP2100","MP2100","MP2100_MODE_ID","Y","64"
"MP2008","FK_MP2008_MP2102","MP2102","MP2102_VENTILATION_ID","Y","64"
"MP2009","FK_MP2009_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2009","FK_MP2009_MP2017","MP2017","MP2017_ROUTINE_ID","Y","64"
"MP2010","FK_MP2010_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2010","FK_MP2010_MP2017","MP2017","MP2017_ROUTINE_ID","Y","64"
"MP2011","FK_MP2011_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2011","FK_MP2011_MP2017","MP2017","MP2017_ROUTINE_ID","Y","64"
"MP2012","FK_MP2012_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2013","FK_MP2013_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2014","FK_MP2014_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2015","FK_MP2015_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2015","FK_MP2015_MP2092","MP2092","MP2092_INSULIN_FIXED_ID","Y","64"
"MP2015","FK_MP2015_MP2095","MP2095","MP2095_INSULIN_VARIABLE_ID","Y","192"
"MP2016","FK_MP2016_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2016","FK_MP2016_MP2109","MP2109","MP2109_SYNONYM_ID","Y","64"
"MP2017","FK_MP2017_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2018","FK_MP2018_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2019","FK_MP2019_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2020","FK_MP2020_MP2007","MP2007","MP2007_INHALATION_ID","Y","128"
"MP2021","FK_MP2021_MP2005","MP2005","MP2005_SCHEDULED_ID","Y","90112"
"MP2023","FK_MP2023_MP2012","MP2012","MP2012_BLOODCOMPONENT_ID","Y","64"
"MP2023","FK_MP2023_MP2014","MP2014","MP2014_EXAM_ID","Y","64"
"MP2024","FK_MP2024_MP2018","MP2108","MP2108_GLUCOSE_TEST_STRIPS_ID","Y","64"
"MP2024","FK_MP2024_MP2094","MP2094","MP2094_HYPERGLYCEMIA_ID","Y","256"
"MP2025","FK_MP2025_MP2005","MP2005","MP2005_SCHEDULED_ID","Y","90112"
"MP2025","FK_MP2025_MP2092","MP2092","MP2092_INSULIN_FIXED_ID","Y","64"
"MP2025","FK_MP2025_MP2096","MP2096","MP2096_DOSAGE_COMPLEMENT_ID","Y","64"
"MP2026","FK_MP2026_MP2018","MP2018","MP2018_SOLUTION_ID","Y","192"
"MP2027","FK_MP2027_MP2019","MP2019","MP2019_VITAL_SIGN_ID","Y","64"
"MP2028","FK_MP2028_MP2005","MP2005","MP2005_SCHEDULED_ID","Y","90112"
"MP2028","FK_MP2028_MP2060","MP2060","MP2060_UNEXECUTED_REASON_ID","Y","64"
"MP2029","FK_MP2029_MP2028","MP2028","MP2028_CHECKING_ID","Y","90112"
"MP2029","FK_MP2029_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2030","FK_MP2030_MP2055","MP2055","MP2055_DISCHARGE_UNIT_ID","Y","64"
"MP2030","FK_MP2030_MP2104","MP2104","MP2104_STATUS_PATIENT_ID","Y","64"
"MP2030","FK_MP2030_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2030","FK_MP2030_MP2200","MP2200","MP2200_REPORT_ID","Y","4096"
"MP2031","FK_MP2031_MP2010","MP2010","MP2010_CARE_ID","Y","2048"
"MP2032","FK_MP2032_MP2028","MP2028","MP2028_CHECKING_ID","Y","90112"
"MP2033","FK_MP2033_MP2028","MP2028","MP2028_CHECKING_ID","Y","90112"
"MP2035","FK_MP2035_MP2034","MP2034","MP2034_JUSTIFICATION_ITEM_ID","Y","64"
"MP2037","FK_MP2037_MP2013","MP2013","MP2013_PRESCR_DIET_ID","Y","832"
"MP2037","FK_MP2037_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2039","FK_MP2039_MP2010","MP2010","MP2010_CARE_ID","Y","2048"
"MP2039","FK_MP2039_MP2095","MP2095","MP2095_INSULIN_VARIABLE_ID","Y","192"
"MP2040","FK_MP2040_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2042","FK_MP2042_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2043","FK_MP2043_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2044","FK_MP2044_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2044","FK_MP2044_MP2061","MP2061","MP2061_PROFESSIONAL_GROUP_ID","Y","64"
"MP2045","FK_MP2045_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2045","FK_MP2045_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2046","FK_MP2046_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2046","FK_MP2046_MP2091","MP2091","MP2091_TAB_ID","Y","64"
"MP2047","FK_MP2047_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2047","FK_MP2047_MP2048","MP2048","MP2048_WORKLIST_ID","Y","64"
"MP2050","FK_MP2050_MP2049","MP2049","MP2049_TOLERANCE_CHECK_ID","Y","64"
"MP2050","FK_MP2050_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2051","FK_MP2051_MP2049","MP2049","MP2049_TOLERANCE_CHECK_ID","Y","64"
"MP2051","FK_MP2051_MP2061","MP2061","MP2061_PROFESSIONAL_GROUP_ID","Y","64"
"MP2052","FK_MP2052_MP2126","MP2126","MP2126_MANIP_DIET_FORM_ID","Y","64"
"MP2052","FK_MP2052_MP2128","MP2128","MP2128_MANIP_DIET_STANDARD_ID","Y","64"
"MP2052","FK_MP2052_MP2136","MP2136","MP2136_PRESCR_PARENTERAL_ID","Y","64"
"MP2053","FK_MP2053_MP2052","MP2052","MP2052_PRESCR_IND_DIET_ID","Y","64"
"MP2053","FK_MP2053_MP2127","MP2127","MP2127_MANIP_DIET_COMPONENT_ID","Y","64"
"MP2054","FK_MP2054_MP2005","MP2005","MP2005_SCHEDULED_ID","Y","90112"
"MP2054","FK_MP2054_MP2033","MP2033","MP2033_CHECKING_ITEM_ID","Y","409600"
"MP2056","FK_MP2056_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2059","FK_MP2059_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2059","FK_MP2059_MP2058","MP2058","MP2058_NEEDED_CONDITION_ID","Y","2048"
"MP2062","FK_MP2062_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2062","FK_MP2062_MP2055_2","MP2055","MP2055_AUTH_UNIT_ID","Y","64"
"MP2064","FK_MP2064_MP2040","MP2040","MP2040_MEDICAL_OPINION_ID","Y","64"
"MP2064","FK_MP2064_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2065","FK_MP2065_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2067","FK_MP2067_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2067","FK_MP2067_MP2066","MP2066","MP2066_EVALUATION_ID","Y","3072"
"MP2068","FK_MP2068_MP2005","MP2005","MP2005_SCHEDULED_ID","Y","90112"
"MP2068","FK_MP2068_MP2066","MP2066","MP2066_EVALUATION_ID","Y","3072"
"MP2069","FK_MP2069_MP2021","MP2021","MP2021_SCHEDULED_ITEM_ID","Y","516096"
"MP2069","FK_MP2069_MP2021_2","MP2021","MP2021_SUBST_SCHED_ITEM_ID","Y","516096"
"MP2070","FK_MP2070_MP2014","MP2014","MP2014_EXAM_ID","Y","64"
"MP2071","FK_MP2071_MP2032","MP2032","MP2032_CHECK_VITAL_SIGN_ID","Y","64"
"MP2071","FK_MP2071_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2074","FK_MP2074_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2075","FK_MP2075_MP2028","MP2028","MP2028_CHECKING_ID","Y","90112"
"MP2075","FK_MP2075_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2076","FK_MP2076_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2078","FK_MP2078_MP2077","MP2077","MP2077_PROTOCOL_ID","Y","64"
"MP2080","FK_MP2080_MP2079","MP2079","MP2079_GRP_HYD_BALANCE_L1_ID","Y","64"
"MP2080","FK_MP2080_MP2079_2","MP2079","MP2079_GRP_HYD_BALANCE_L2_ID","Y","64"
"MP2081","FK_MP2081_MP2080","MP2080","MP2080_HYDRIC_BALANCE_ID","Y","64"
"MP2081","FK_MP2081_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2083","FK_MP2083_MP2073","MP2073","MP2073_PANEL_ID","Y","64"
"MP2083","FK_MP2083_MP2082","MP2082","MP2082_DEFAULT_SCHEDULING_ID","Y","64"
"MP2084","FK_MP2084_MP2083","MP2082","MP2082_DEFAULT_SCHEDULING_ID","Y","64"
"MP2085","FK_MP2085_MP2084","MP2084","MP2084_DEF_SCHED_FREQUENCY_ID","Y","64"
"MP2086","FK_MP2086_MP2085","MP2085","MP2085_DEF_SCHED_TIME_SET_ID","Y","64"
"MP2087","FK_MP2087_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2087","FK_MP2087_MP2082","MP2082","MP2082_DEFAULT_SCHEDULING_ID","Y","64"
"MP2088","FK_MP2088_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2090","FK_MP2090_MP2089","MP2089","MP2089_VENTILATORY_PARAM_ID","Y","64"
"MP2090","FK_MP2090_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2091","FK_MP2091_MP2141","MP2141","MP2141_GROUP_DYNAMIC_FORM_ID","Y","64"
"MP2092","FK_MP2092_MP2097","MP2097","MP2097_DILUTION_ID","Y","768"
"MP2094","FK_MP2094_MP2097","MP2097","MP2097_DILUTION_ID","Y","768"
"MP2095","FK_MP2095_MP2093","MP2093","MP2093_HYPOGLYCEMIA_ID","Y","192"
"MP2095","FK_MP2095_MP2094","MP2094","MP2094_HYPERGLYCEMIA_ID","Y","256"
"MP2098","FK_MP2098_MP2097","MP2097","MP2097_DILUTION_ID","Y","768"
"MP2099","FK_MP2099_MP2097","MP2097","MP2097_DILUTION_ID","Y","768"
"MP2103","FK_MP2103_MP2100","MP2100","MP2100_MODE_ID","Y","64"
"MP2103","FK_MP2103_MP2102","MP2102","MP2102_VENTILATION_ID","Y","64"
"MP2105","FK_MP2105_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2106","FK_MP2106_MP2008","MP2008","MP2008_PRESC_VENTILATION_ID","Y","256"
"MP2106","FK_MP2106_MP2101","MP2101","MP2101_GAS_ID","Y","64"
"MP2107","FK_MP2107_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2110","FK_MP2110_MP2109","MP2109","MP2109_SYNONYM_ID","Y","64"
"MP2111","FK_MP2111_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2111","FK_MP2111_MP2109","MP2109","MP2109_SYNONYM_ID","Y","64"
"MP2112","FK_MP2112_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2113","FK_MP2113_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2113","FK_MP2113_MP2073","MP2073","MP2073_PANEL_ID","Y","64"
"MP2115","FK_MP2115_MP2091","MP2091","MP2091_TAB_ID","Y","64"
"MP2115","FK_MP2115_MP2114","MP2114","MP2114_DEFAULT_WA_ID","Y","64"
"MP2116","FK_MP2116_MP2073","MP2073","MP2073_PANEL_ID","Y","64"
"MP2116","FK_MP2116_MP2114","MP2114","MP2114_DEFAULT_WA_ID","Y","64"
"MP2119","FK_MP2119_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2119","FK_MP2119_MP2118","MP2118","MP2118_ORAL_DIET_TYPE_ID","Y","64"
"MP2120","FK_MP2120_MP2117","MP2117","MP2117_DIET_GROUP_ID","Y","64"
"MP2121","FK_MP2121_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2121","FK_MP2121_MP2120_2","MP2120","MP2120_INCOMPATIBLE_DIET_ID","Y","64"
"MP2122","FK_MP2122_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2122","FK_MP2122_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2123","FK_MP2123_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2124","FK_MP2124_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2125","FK_MP2125_MP2118","MP2118","MP2118_ORAL_DIET_TYPE_ID","Y","64"
"MP2125","FK_MP2125_MP2120","MP2120","MP2120_DIET_ID","Y","64"
"MP2127","FK_MP2127_MP2126","MP2126","MP2126_MANIP_DIET_FORM_ID","Y","64"
"MP2128","FK_MP2128_MP2126","MP2126","MP2126_MANIP_DIET_FORM_ID","Y","64"
"MP2129","FK_MP2129_MP2127","MP2127","MP2127_MANIP_DIET_COMPONENT_ID","Y","64"
"MP2129","FK_MP2129_MP2128","MP2128","MP2128_MANIP_DIET_STANDARD_ID","Y","64"
"MP2133","FK_MP2133_MP2013","MP2013","MP2013_PRESCR_DIET_ID","Y","832"
"MP2134","FK_MP2134_MP2013","MP2013","MP2013_PRESCR_DIET_ID","Y","832"
"MP2134","FK_MP2134_MP2118","MP2118","MP2118_ORAL_DIET_TYPE_ID","Y","64"
"MP2135","FK_MP2135_MP2013","MP2013","MP2013_PRESCR_DIET_ID","Y","832"
"MP2135","FK_MP2135_MP2130","MP2130","MP2130_ENTERAL_DIET_THROUGH_ID","Y","64"
"MP2136","FK_MP2136_MP2013","MP2013","MP2013_PRESCR_DIET_ID","Y","832"
"MP2136","FK_MP2136_MP2132","MP2132","MP2132_PN_CATHETER_TYPE_ID","Y","64"
"MP2137","FK_MP2137_MP2131","MP2131","MP2131_PN_INDICATION_ID","Y","64"
"MP2137","FK_MP2137_MP2136","MP2136","MP2136_PRESCR_PARENTERAL_ID","Y","64"
"MP2138","FK_MP2138_MP2001","MP2001","MP2001_PRESCRIPTION_ID","Y","2048"
"MP2139","FK_MP2139_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2139","FK_MP2139_MP2138","MP2138","MP2138_SCHEDULING_RELEASE_ID","Y","64"
"MP2142","FK_MP2142_MP2091","MP2091","MP2091_TAB_ID","Y","64"
"MP2142","FK_MP2142_MP2140","MP2140","MP2140_DYNAMIC_FORM_ID","Y","64"
"MP2142","FK_MP2142_MP2141","MP2141","MP2141_GROUP_DYNAMIC_FORM_ID","Y","64"
"MP2143","FK_MP2143_MP2003","MP2003","MP2003_RELEASE_ID","Y","12288"
"MP2143","FK_MP2143_MP2004","MP2004","MP2004_PRESCRIPT_ITEM_ID","Y","81920"
"MP2144","FK_MP2144_MP2140","MP2140","MP2140_DYNAMIC_FORM_ID","Y","64"
"MP2144","FK_MP2144_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2144","FK_MP2144_MP2200","MP2200","MP2200_REPORT_ID","Y","4096"
"MP2146","FK_MP2146_MP2145","MP2145","MP2145_ALLERGY_ID","Y","64"
"MP2147","FK_MP2147_MP2145","MP2145","MP2145_ALLERGY_ID","Y","64"
"MP2147","FK_MP2147_MP2196","MP2196","MP2196_PATIENT_LOCATION_ID","Y","3072"
"MP2149","FK_MP2149_MP2148","MP2148","MP2148_MODEL_GROUP_ID","Y","64"
"MP2150","FK_MP2150_MP2055","MP2055","MP2055_UNIT_ID","Y","64"
"MP2150","FK_MP2150_MP2149","MP2149","MP2149_STANDARD_PRESC_ID","Y","64"
"MP2151","FK_MP2151_MP2149","MP2149","MP2149_STANDARD_PRESC_ID","Y","64"
"MP2152","FK_MP2152_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2153","FK_MP2153_MP2205","MP2205","MP2205_JUST_MEDICATION_ID","Y","64"
"MP2154","FK_MP2154_MP2041","MP2041","MP2041_WORKAREA_ID","Y","64"
"MP2154","FK_MP2154_MP2091","MP2091","MP2091_TAB_BLOCKED_ID","Y","64"
"MP2154","FK_MP2154_MP2091_2","MP2091","MP2091_TAB_DEPENDS_ID","Y","64"
"MP2154","FK_MP2154_MP2140","MP2140","MP2140_DYNAMIC_FORM_ID","Y","64"
"MP2155","FK_MP2155_MP2091","MP2091","MP2091_TAB_ID","Y","64"
"MP2155","FK_MP2155_MP2113","MP2113","MP2113_WA_PANEL_ID","Y","64"
"MP2155","FK_MP2155_MP2140","MP2140","MP2140_DYNAMIC_FORM_ID","Y","64"
"MP2156","FK_MP2156_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2157","FK_MP2157_MP2100","MP2100","MP2100_MODE_ID","Y","64"
"MP2157","FK_MP2157_MP2102","MP2102","MP2102_VENTILATION_ID","Y","64"
"MP2157","FK_MP2157_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2158","FK_MP2158_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2159","FK_MP2159_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2160","FK_MP2160_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2161","FK_MP2161_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2162","FK_MP2162_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2163","FK_MP2163_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2164","FK_MP2164_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2165","FK_MP2165_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
"MP2166","FK_MP2166_MP2109","MP2109","MP2109_SYNONYM_ID","Y","64"
"MP2166","FK_MP2166_MP2151","MP2151","MP2151_STANDARD_PRESC_ITEM_ID","Y","64"
